ID,Server ID,Timestamp,CPU Usage,CPU Temp,Memory Usage,Disk Usage,Network Sent,Network Received,GPU Usage
1294,default_server,2025-02-15 00:40:41,14.7,,71.0,9.6,2405779456,4310886400,
1291,default_server,2025-02-15 00:40:38,11.3,,70.3,9.6,2405762048,4310880256,
1292,default_server,2025-02-15 00:40:38,7.4,,70.5,9.6,2405763072,4310880256,
1289,default_server,2025-02-15 00:40:35,10.9,,70.6,9.6,2405760000,4310879232,
1290,default_server,2025-02-15 00:40:35,10.4,,70.4,9.6,2405760000,4310879232,
1287,default_server,2025-02-15 00:40:32,4.1,,67.1,9.6,2405742592,4310870016,
1288,default_server,2025-02-15 00:40:32,5.2,,67.5,9.6,2405742592,4310870016,
1285,default_server,2025-02-15 00:40:29,6.6,,68.3,9.6,2405740544,4310868992,
1286,default_server,2025-02-15 00:40:29,6.3,,68.4,9.6,2405740544,4310868992,
1283,default_server,2025-02-15 00:40:26,24.9,,66.1,9.6,2405718016,4310843392,
1284,default_server,2025-02-15 00:40:26,25.4,,67.4,9.6,2405722112,4310845440,
1281,default_server,2025-02-15 00:40:23,19.9,,78.0,9.6,2405711872,4310819840,
1282,default_server,2025-02-15 00:40:23,21.2,,77.9,9.6,2405712896,4310819840,
1279,default_server,2025-02-15 00:40:20,40.7,,74.6,9.6,2405703680,4310811648,
1280,default_server,2025-02-15 00:40:20,43.8,,77.4,9.6,2405703680,4310811648,
1277,default_server,2025-02-15 00:40:17,33.3,,74.2,9.6,2405692416,4310801408,
1278,default_server,2025-02-15 00:40:17,33.3,,74.5,9.6,2405692416,4310801408,
1275,default_server,2025-02-15 00:40:14,25.9,,73.5,9.6,2405657600,4310774784,
1276,default_server,2025-02-15 00:40:14,35.2,,73.7,9.6,2405657600,4310774784,
1274,default_server,2025-02-15 00:40:11,14.3,,72.7,9.6,2405655552,4310772736,
1273,default_server,2025-02-15 00:40:10,15.6,,72.7,9.6,2405655552,4310772736,
1272,default_server,2025-02-15 00:40:08,6.6,,72.8,9.6,2405626880,4310737920,
1271,default_server,2025-02-15 00:40:07,6.6,,72.4,9.6,2405603328,4310615040,
1270,default_server,2025-02-15 00:40:05,12.2,,74.2,9.6,2405597184,4310610944,
1269,default_server,2025-02-15 00:40:04,12.7,,72.9,9.6,2405590016,4310609920,
1268,default_server,2025-02-15 00:40:02,12.2,,73.3,9.6,2405541888,4310603776,
1267,default_server,2025-02-15 00:40:01,17.4,,73.5,9.6,2405540864,4310603776,
1266,default_server,2025-02-15 00:39:59,10.3,,72.9,9.6,2405525504,4310598656,
1265,default_server,2025-02-15 00:39:58,11.1,,72.9,9.6,2405525504,4310598656,
1264,default_server,2025-02-15 00:39:56,10.9,,72.8,9.6,2405523456,4310594560,
1263,default_server,2025-02-15 00:39:55,13.9,,72.8,9.6,2405523456,4310594560,
1262,default_server,2025-02-15 00:39:53,9.0,,72.7,9.6,2405522432,4310592512,
1261,default_server,2025-02-15 00:39:52,6.8,,72.7,9.6,2405522432,4310592512,
1260,default_server,2025-02-15 00:39:50,14.2,,72.8,9.6,2405521408,4310590464,
1259,default_server,2025-02-15 00:39:49,15.4,,72.8,9.6,2405521408,4310590464,
1258,default_server,2025-02-15 00:39:47,9.3,,72.6,9.6,2405521408,4310588416,
1257,default_server,2025-02-15 00:39:46,8.6,,72.6,9.6,2405520384,4310588416,
1256,default_server,2025-02-15 00:39:44,9.9,,72.7,9.6,2405519360,4310585344,
1255,default_server,2025-02-15 00:39:43,10.1,,72.6,9.6,2405519360,4310585344,
1254,default_server,2025-02-15 00:39:41,20.3,,72.8,9.6,2405518336,4310583296,
1253,default_server,2025-02-15 00:39:40,15.5,,72.8,9.6,2405518336,4310583296,
1252,default_server,2025-02-15 00:39:38,14.1,,72.5,9.6,2405509120,4310572032,
1251,default_server,2025-02-15 00:39:37,13.7,,72.6,9.6,2405509120,4310572032,
1250,default_server,2025-02-15 00:39:35,10.9,,72.8,9.6,2405508096,4310568960,
1249,default_server,2025-02-15 00:39:34,12.1,,72.8,9.6,2405508096,4310568960,
1248,default_server,2025-02-15 00:39:32,16.6,,73.0,9.6,2405504000,4310562816,
1247,default_server,2025-02-15 00:39:31,16.0,,73.0,9.6,2405504000,4310561792,
1246,default_server,2025-02-15 00:39:29,9.9,,72.8,9.6,2405480448,4310533120,
1245,default_server,2025-02-15 00:39:28,13.8,,72.9,9.6,2405480448,4310532096,
1244,default_server,2025-02-15 00:39:26,11.9,,71.9,9.6,2405479424,4310530048,
1243,default_server,2025-02-15 00:39:25,11.1,,71.9,9.6,2405478400,4310529024,
1242,default_server,2025-02-15 00:39:23,12.2,,71.9,9.6,2405478400,4310528000,
1241,default_server,2025-02-15 00:39:22,10.6,,71.8,9.6,2405477376,4310526976,
1240,default_server,2025-02-15 00:39:20,17.7,,71.7,9.6,2405448704,4310502400,
1239,default_server,2025-02-15 00:39:19,15.2,,71.7,9.6,2405448704,4310502400,
1238,default_server,2025-02-15 00:39:17,7.7,,71.7,9.6,2405441536,4310487040,
1237,default_server,2025-02-15 00:39:16,9.2,,71.7,9.6,2405441536,4310487040,
1236,default_server,2025-02-15 00:39:14,20.4,,73.1,9.6,2405420032,4310447104,
1235,default_server,2025-02-15 00:39:13,18.6,,73.1,9.6,2405420032,4310447104,
1234,default_server,2025-02-15 00:39:11,13.5,,72.6,9.6,2405417984,4310444032,
1233,default_server,2025-02-15 00:39:10,12.5,,72.7,9.6,2405417984,4310444032,
1232,default_server,2025-02-15 00:39:08,11.7,,72.7,9.6,2405416960,4310440960,
1231,default_server,2025-02-15 00:39:07,10.4,,72.7,9.6,2405416960,4310440960,
1230,default_server,2025-02-15 00:39:05,10.2,,72.7,9.6,2405410816,4310437888,
1229,default_server,2025-02-15 00:39:04,7.5,,72.7,9.6,2405409792,4310436864,
1228,default_server,2025-02-15 00:39:02,10.9,,72.8,9.6,2405408768,4310434816,
1227,default_server,2025-02-15 00:39:01,14.0,,72.8,9.6,2405408768,4310433792,
1226,default_server,2025-02-15 00:38:59,9.6,,72.8,9.6,2405402624,4310427648,
1225,default_server,2025-02-15 00:38:58,10.8,,72.8,9.6,2405402624,4310427648,
1223,default_server,2025-02-15 00:38:55,9.5,,72.7,9.6,2405401600,4310425600,
1224,default_server,2025-02-15 00:38:55,9.6,,72.7,9.6,2405401600,4310425600,
1221,default_server,2025-02-15 00:38:52,11.7,,72.7,9.6,2405400576,4310422528,
1222,default_server,2025-02-15 00:38:52,9.1,,72.7,9.6,2405400576,4310423552,
1219,default_server,2025-02-15 00:38:49,9.1,,72.4,9.6,2405399552,4310420480,
1220,default_server,2025-02-15 00:38:49,12.1,,72.5,9.6,2405399552,4310421504,
1217,default_server,2025-02-15 00:38:46,11.2,,72.3,9.6,2405397504,4310417408,
1218,default_server,2025-02-15 00:38:46,14.1,,72.4,9.6,2405397504,4310417408,
1215,default_server,2025-02-15 00:38:43,8.9,,72.2,9.6,2405355520,4310409216,
1216,default_server,2025-02-15 00:38:43,7.1,,72.2,9.6,2405355520,4310409216,
1213,default_server,2025-02-15 00:38:40,9.5,,72.3,9.6,2405349376,4310373376,
1214,default_server,2025-02-15 00:38:40,10.4,,72.4,9.6,2405350400,4310384640,
1211,default_server,2025-02-15 00:38:37,7.4,,72.3,9.6,2405327872,4310371328,
1212,default_server,2025-02-15 00:38:37,8.0,,72.3,9.6,2405327872,4310371328,
1209,default_server,2025-02-15 00:38:34,13.5,,73.0,9.6,2405296128,4310365184,
1210,default_server,2025-02-15 00:38:34,12.0,,73.6,9.6,2405296128,4310365184,
1207,default_server,2025-02-15 00:38:31,5.9,,71.9,9.6,2405254144,4310345728,
1208,default_server,2025-02-15 00:38:31,4.4,,71.9,9.6,2405254144,4310345728,
1205,default_server,2025-02-15 00:38:28,6.6,,71.8,9.6,2405254144,4310345728,
1206,default_server,2025-02-15 00:38:28,6.5,,71.8,9.6,2405254144,4310345728,
1203,default_server,2025-02-15 00:38:25,3.7,,72.2,9.6,2405254144,4310344704,
1204,default_server,2025-02-15 00:38:25,4.5,,72.1,9.6,2405254144,4310344704,
1201,default_server,2025-02-15 00:38:22,7.6,,72.2,9.6,2405253120,4310343680,
1202,default_server,2025-02-15 00:38:22,8.0,,72.2,9.6,2405253120,4310343680,
1199,default_server,2025-02-15 00:38:19,7.7,,72.2,9.6,2405245952,4310336512,
1200,default_server,2025-02-15 00:38:19,9.2,,72.3,9.6,2405252096,4310342656,
1197,default_server,2025-02-15 00:38:16,10.4,,72.3,9.6,2405245952,4310335488,
1198,default_server,2025-02-15 00:38:16,7.6,,72.3,9.6,2405245952,4310336512,
1195,default_server,2025-02-15 00:38:13,4.5,,72.2,9.6,2405156864,4310250496,
1196,default_server,2025-02-15 00:38:13,4.7,,72.2,9.6,2405156864,4310250496,
1193,default_server,2025-02-15 00:38:10,9.1,,72.1,9.6,2405156864,4310250496,
1194,default_server,2025-02-15 00:38:10,10.4,,72.2,9.6,2405156864,4310250496,
1191,default_server,2025-02-15 00:38:07,7.5,,72.3,9.6,2405156864,4310248448,
1192,default_server,2025-02-15 00:38:07,7.2,,72.3,9.6,2405156864,4310248448,
1189,default_server,2025-02-15 00:38:04,5.7,,72.1,9.6,2405155840,4310248448,
1190,default_server,2025-02-15 00:38:04,6.2,,72.2,9.6,2405155840,4310248448,
1187,default_server,2025-02-15 00:38:01,6.9,,72.3,9.6,2405140480,4310242304,
1188,default_server,2025-02-15 00:38:01,6.1,,72.3,9.6,2405140480,4310242304,
1185,default_server,2025-02-15 00:37:58,7.5,,72.3,9.6,2405081088,4310168576,
1186,default_server,2025-02-15 00:37:58,8.6,,72.3,9.6,2405082112,4310168576,
1183,default_server,2025-02-15 00:37:55,7.7,,72.6,9.6,2405055488,4310139904,
1184,default_server,2025-02-15 00:37:55,6.4,,72.6,9.6,2405055488,4310139904,
1181,default_server,2025-02-15 00:37:52,11.2,,72.9,9.6,2405054464,4310139904,
1182,default_server,2025-02-15 00:37:52,13.5,,72.8,9.6,2405054464,4310139904,
1179,default_server,2025-02-15 00:37:49,16.2,,73.0,9.6,2404992000,4310022144,
1180,default_server,2025-02-15 00:37:49,15.5,,73.0,9.6,2405014528,4310064128,
1177,default_server,2025-02-15 00:37:46,20.9,,72.9,9.6,2404638720,4309467136,
1178,default_server,2025-02-15 00:37:46,21.6,,72.6,9.6,2404685824,4309544960,
1175,default_server,2025-02-15 00:37:43,19.7,,73.1,9.6,2404056064,4307964928,
1176,default_server,2025-02-15 00:37:43,21.5,,72.9,9.6,2404113408,4308038656,
1173,default_server,2025-02-15 00:37:40,19.5,,72.9,9.6,2403634176,4306823168,
1174,default_server,2025-02-15 00:37:40,17.9,,72.7,9.6,2403657728,4306841600,
1171,default_server,2025-02-15 00:37:37,19.9,,72.8,9.6,2403475456,4306544640,
1172,default_server,2025-02-15 00:37:37,18.8,,72.8,9.6,2403484672,4306560000,
1169,default_server,2025-02-15 00:37:34,16.4,,72.4,9.6,2403277824,4306214912,
1170,default_server,2025-02-15 00:37:34,17.3,,72.4,9.6,2403289088,4306231296,
1167,default_server,2025-02-15 00:37:31,11.7,,72.2,9.6,2403171328,4306030592,
1168,default_server,2025-02-15 00:37:31,11.0,,72.2,9.6,2403177472,4306041856,
1165,default_server,2025-02-15 00:37:28,7.7,,72.6,9.6,2402999296,4305725440,
1166,default_server,2025-02-15 00:37:28,9.4,,72.6,9.6,2403013632,4305756160,
1163,default_server,2025-02-15 00:37:25,18.0,,72.7,9.6,2402727936,4305264640,
1164,default_server,2025-02-15 00:37:25,15.6,,72.6,9.6,2402759680,4305314816,
1161,default_server,2025-02-15 00:37:22,14.5,,72.6,9.6,2402560000,4304956416,
1162,default_server,2025-02-15 00:37:22,16.8,,72.6,9.6,2402573312,4304980992,
1159,default_server,2025-02-15 00:37:19,9.4,,72.7,9.6,2402402304,4304677888,
1160,default_server,2025-02-15 00:37:19,9.4,,72.4,9.6,2402416640,4304704512,
1157,default_server,2025-02-15 00:37:16,5.9,,72.0,9.6,2402271232,4304458752,
1158,default_server,2025-02-15 00:37:16,10.6,,72.2,9.6,2402279424,4304467968,
1155,default_server,2025-02-15 00:37:13,5.4,,71.9,9.6,2402265088,4304395264,
1156,default_server,2025-02-15 00:37:13,4.7,,71.9,9.6,2402265088,4304395264,
1153,default_server,2025-02-15 00:37:10,16.5,,72.7,9.6,2402239488,4304364544,
1154,default_server,2025-02-15 00:37:10,12.3,,72.6,9.6,2402239488,4304364544,
1151,default_server,2025-02-15 00:37:07,8.5,,73.6,9.6,2402235392,4304361472,
1152,default_server,2025-02-15 00:37:07,13.2,,73.7,9.6,2402236416,4304361472,
1149,default_server,2025-02-15 00:37:04,18.9,,71.9,9.6,2402198528,4304313344,
1150,default_server,2025-02-15 00:37:04,20.6,,72.1,9.6,2402201600,4304330752,
1147,default_server,2025-02-15 00:37:01,29.6,,72.3,9.6,2402123776,4304194560,
1148,default_server,2025-02-15 00:37:01,26.2,,72.3,9.6,2402124800,4304198656,
1145,default_server,2025-02-15 00:35:32,3.5,,71.7,9.6,2402035712,4304065536,
1146,default_server,2025-02-15 00:35:32,8.6,,71.8,9.6,2402035712,4304065536,
1143,default_server,2025-02-15 00:35:29,3.9,,71.8,9.6,2402035712,4304065536,
1144,default_server,2025-02-15 00:35:29,1.4,,71.8,9.6,2402035712,4304065536,
1141,default_server,2025-02-15 00:35:26,0.9,,71.8,9.6,2402028544,4304050176,
1142,default_server,2025-02-15 00:35:26,1.4,,71.8,9.6,2402028544,4304051200,
1139,default_server,2025-02-15 00:35:23,3.9,,71.8,9.6,2402024448,4304048128,
1140,default_server,2025-02-15 00:35:23,2.1,,71.8,9.6,2402024448,4304048128,
1137,default_server,2025-02-15 00:35:20,4.0,,71.8,9.6,2402023424,4304048128,
1138,default_server,2025-02-15 00:35:20,4.6,,71.8,9.6,2402024448,4304048128,
1135,default_server,2025-02-15 00:35:17,1.0,,71.9,9.6,2402022400,4304048128,
1136,default_server,2025-02-15 00:35:17,1.1,,71.8,9.6,2402022400,4304048128,
1133,default_server,2025-02-15 00:35:14,2.2,,71.9,9.6,2402021376,4304047104,
1134,default_server,2025-02-15 00:35:14,2.4,,71.8,9.6,2402021376,4304047104,
1131,default_server,2025-02-15 00:35:11,0.6,,71.8,9.6,2402000896,4304008192,
1132,default_server,2025-02-15 00:35:11,1.2,,71.8,9.6,2402000896,4304008192,
1129,default_server,2025-02-15 00:35:08,2.4,,71.8,9.6,2401997824,4304007168,
1130,default_server,2025-02-15 00:35:08,3.6,,71.8,9.6,2401997824,4304007168,
1127,default_server,2025-02-15 00:35:05,2.1,,71.8,9.6,2401996800,4304006144,
1128,default_server,2025-02-15 00:35:05,1.7,,71.8,9.6,2401996800,4304006144,
1125,default_server,2025-02-15 00:35:02,14.3,,71.9,9.6,2401995776,4304005120,
1126,default_server,2025-02-15 00:35:02,17.1,,71.8,9.6,2401995776,4304005120,
1123,default_server,2025-02-15 00:34:59,1.1,,71.9,9.6,2401981440,4303971328,
1124,default_server,2025-02-15 00:34:59,1.7,,71.9,9.6,2401981440,4303971328,
1121,default_server,2025-02-15 00:34:56,9.3,,71.9,9.6,2401974272,4303969280,
1122,default_server,2025-02-15 00:34:56,9.2,,71.9,9.6,2401974272,4303969280,
1119,default_server,2025-02-15 00:34:53,7.7,,71.9,9.6,2401968128,4303940608,
1120,default_server,2025-02-15 00:34:53,2.5,,71.9,9.6,2401968128,4303940608,
1117,default_server,2025-02-15 00:34:50,25.9,,71.9,9.6,2401958912,4303935488,
1118,default_server,2025-02-15 00:34:50,20.8,,71.9,9.6,2401958912,4303935488,
1115,default_server,2025-02-15 00:34:47,28.8,,72.0,9.6,2401866752,4303836160,
1116,default_server,2025-02-15 00:34:47,28.2,,72.0,9.6,2401874944,4303840256,
1114,default_server,2025-02-15 00:31:50,5.0,,72.0,9.6,2401838080,4303808512,
1113,default_server,2025-02-15 00:31:49,3.1,,72.0,9.6,2401838080,4303808512,
1112,default_server,2025-02-15 00:31:47,52.2,,72.1,9.6,2401783808,4303732736,
1111,default_server,2025-02-15 00:31:46,41.4,,72.1,9.6,2401767424,4303721472,
1109,default_server,2025-02-15 00:15:32,30.7,,72.1,9.6,2401740800,4303691776,
1110,default_server,2025-02-15 00:15:32,25.2,,72.1,9.6,2401741824,4303692800,
1108,default_server,2025-02-15 00:15:29,12.6,,72.0,9.6,2401688576,4303627264,
1107,default_server,2025-02-14 23:59:11,10.1,,72.0,9.6,2401688576,4303627264,
1105,default_server,2025-02-14 23:59:08,22.2,,71.8,9.6,2401671168,4303611904,
1106,default_server,2025-02-14 23:59:08,17.7,,71.9,9.6,2401671168,4303611904,
1103,default_server,2025-02-14 23:59:05,36.0,,72.9,9.6,2401644544,4303581184,
1104,default_server,2025-02-14 23:59:05,33.3,,72.8,9.6,2401644544,4303581184,
1101,default_server,2025-02-14 23:59:02,1.9,,71.5,9.6,2401613824,4303549440,
1102,default_server,2025-02-14 23:59:02,2.4,,71.5,9.6,2401613824,4303549440,
1099,default_server,2025-02-14 23:58:59,3.4,,71.5,9.6,2401613824,4303549440,
1100,default_server,2025-02-14 23:58:59,3.6,,71.5,9.6,2401613824,4303549440,
1097,default_server,2025-02-14 23:58:56,4.6,,71.5,9.6,2401607680,4303523840,
1098,default_server,2025-02-14 23:58:56,7.0,,71.5,9.6,2401612800,4303547392,
1095,default_server,2025-02-14 23:58:53,4.3,,71.6,9.6,2401607680,4303523840,
1096,default_server,2025-02-14 23:58:53,3.6,,71.5,9.6,2401607680,4303523840,
1093,default_server,2025-02-14 23:58:50,3.7,,71.5,9.6,2401607680,4303522816,
1094,default_server,2025-02-14 23:58:50,4.9,,71.5,9.6,2401607680,4303522816,
1091,default_server,2025-02-14 23:58:47,1.9,,71.4,9.6,2401597440,4303325184,
1092,default_server,2025-02-14 23:58:47,2.1,,71.5,9.6,2401597440,4303325184,
1089,default_server,2025-02-14 23:58:44,2.1,,71.5,9.6,2401597440,4303325184,
1090,default_server,2025-02-14 23:58:44,3.3,,71.5,9.6,2401597440,4303325184,
1087,default_server,2025-02-14 23:58:41,3.7,,71.5,9.6,2401597440,4303325184,
1088,default_server,2025-02-14 23:58:41,3.4,,71.5,9.6,2401597440,4303325184,
1085,default_server,2025-02-14 23:58:38,6.6,,71.5,9.6,2401597440,4303325184,
1086,default_server,2025-02-14 23:58:38,6.5,,71.5,9.6,2401597440,4303325184,
1083,default_server,2025-02-14 23:58:35,2.1,,71.6,9.6,2401573888,4303275008,
1084,default_server,2025-02-14 23:58:35,2.4,,71.6,9.6,2401577984,4303279104,
1081,default_server,2025-02-14 23:58:32,2.0,,71.6,9.6,2401568768,4303267840,
1082,default_server,2025-02-14 23:58:32,2.9,,71.5,9.6,2401568768,4303267840,
1080,default_server,2025-02-14 23:58:29,8.0,,71.4,9.6,2401568768,4303266816,
1079,default_server,2025-02-14 23:58:28,6.2,,71.4,9.6,2401568768,4303265792,
1078,default_server,2025-02-14 23:58:26,4.9,,71.5,9.6,2401554432,4303258624,
1077,default_server,2025-02-14 23:58:25,4.6,,71.5,9.6,2401554432,4303258624,
1076,default_server,2025-02-14 23:58:23,5.5,,71.5,9.6,2401541120,4303251456,
1075,default_server,2025-02-14 23:58:22,5.4,,71.5,9.6,2401541120,4303251456,
1074,default_server,2025-02-14 23:58:20,4.1,,71.6,9.6,2401541120,4303251456,
1073,default_server,2025-02-14 23:58:19,3.6,,71.6,9.6,2401541120,4303251456,
1072,default_server,2025-02-14 23:58:17,3.7,,71.5,9.6,2401541120,4303250432,
1071,default_server,2025-02-14 23:58:16,4.2,,71.5,9.6,2401541120,4303250432,
1070,default_server,2025-02-14 23:58:14,2.1,,71.4,9.6,2401540096,4303249408,
1069,default_server,2025-02-14 23:58:13,1.7,,71.4,9.6,2401540096,4303249408,
1068,default_server,2025-02-14 23:58:11,2.4,,71.5,9.6,2401540096,4303249408,
1067,default_server,2025-02-14 23:58:10,2.1,,71.4,9.6,2401540096,4303249408,
1066,default_server,2025-02-14 23:58:08,5.3,,71.4,9.6,2401539072,4303248384,
1065,default_server,2025-02-14 23:58:07,4.7,,71.4,9.6,2401539072,4303248384,
1064,default_server,2025-02-14 23:58:05,6.4,,71.5,9.6,2401536000,4303247360,
1063,default_server,2025-02-14 23:58:04,7.0,,71.5,9.6,2401536000,4303247360,
1062,default_server,2025-02-14 23:58:02,2.1,,71.8,9.6,2401536000,4303247360,
1061,default_server,2025-02-14 23:58:01,3.8,,71.8,9.6,2401536000,4303247360,
1060,default_server,2025-02-14 23:57:59,2.3,,72.0,9.6,2401536000,4303247360,
1059,default_server,2025-02-14 23:57:58,2.5,,72.0,9.6,2401536000,4303247360,
1058,default_server,2025-02-14 23:57:56,15.2,,72.4,9.6,2401512448,4303242240,
1057,default_server,2025-02-14 23:57:55,14.8,,72.4,9.6,2401511424,4303242240,
1056,default_server,2025-02-14 23:57:53,14.3,,72.4,9.6,2401509376,4303238144,
1055,default_server,2025-02-14 23:57:52,9.4,,72.4,9.6,2401509376,4303238144,
1054,default_server,2025-02-14 23:57:50,5.4,,72.4,9.6,2401508352,4303236096,
1053,default_server,2025-02-14 23:57:49,5.8,,72.4,9.6,2401508352,4303236096,
1052,default_server,2025-02-14 23:57:47,7.5,,72.4,9.6,2401508352,4303235072,
1051,default_server,2025-02-14 23:57:46,8.3,,72.4,9.6,2401508352,4303234048,
1050,default_server,2025-02-14 23:57:44,6.2,,72.4,9.6,2401507328,4303232000,
1049,default_server,2025-02-14 23:57:43,8.0,,72.4,9.6,2401506304,4303229952,
1048,default_server,2025-02-14 23:57:41,12.1,,72.5,9.6,2401500160,4303222784,
1047,default_server,2025-02-14 23:57:40,12.5,,72.4,9.6,2401500160,4303221760,
1046,default_server,2025-02-14 23:57:38,10.4,,72.4,9.6,2401498112,4303218688,
1045,default_server,2025-02-14 23:57:37,10.2,,72.4,9.6,2401498112,4303217664,
1043,default_server,2025-02-14 23:57:34,11.3,,72.3,9.6,2401497088,4303214592,
1044,default_server,2025-02-14 23:57:34,8.8,,72.4,9.6,2401497088,4303215616,
1041,default_server,2025-02-14 23:57:31,4.6,,72.2,9.6,2401496064,4303212544,
1042,default_server,2025-02-14 23:57:31,4.2,,72.3,9.6,2401496064,4303212544,
1039,default_server,2025-02-14 23:57:28,9.7,,72.3,9.6,2401495040,4303209472,
1040,default_server,2025-02-14 23:57:28,10.8,,72.3,9.6,2401496064,4303210496,
1037,default_server,2025-02-14 23:57:25,13.7,,72.3,9.6,2401490944,4303182848,
1038,default_server,2025-02-14 23:57:25,15.6,,72.4,9.6,2401494016,4303203328,
1035,default_server,2025-02-14 23:57:22,11.5,,72.3,9.6,2401445888,4303160320,
1036,default_server,2025-02-14 23:57:22,12.2,,72.3,9.6,2401445888,4303161344,
1033,default_server,2025-02-14 23:57:19,25.4,,72.3,9.6,2401444864,4303158272,
1034,default_server,2025-02-14 23:57:19,28.5,,72.3,9.6,2401444864,4303158272,
1031,default_server,2025-02-14 23:57:16,7.9,,72.2,9.6,2401442816,4303154176,
1032,default_server,2025-02-14 23:57:16,7.0,,72.3,9.6,2401442816,4303154176,
1029,default_server,2025-02-14 23:57:13,10.2,,72.3,9.6,2401441792,4303151104,
1030,default_server,2025-02-14 23:57:13,10.1,,72.3,9.6,2401441792,4303152128,
1027,default_server,2025-02-14 23:57:10,11.0,,72.4,9.6,2401439744,4303149056,
1028,default_server,2025-02-14 23:57:10,11.7,,72.3,9.6,2401440768,4303149056,
1025,default_server,2025-02-14 23:57:07,11.1,,72.3,9.6,2401437696,4303140864,
1026,default_server,2025-02-14 23:57:07,9.1,,72.3,9.6,2401438720,4303144960,
1023,default_server,2025-02-14 23:57:04,9.0,,72.3,9.6,2401434624,4303137792,
1024,default_server,2025-02-14 23:57:04,9.8,,72.3,9.6,2401434624,4303137792,
1021,default_server,2025-02-14 23:57:01,7.5,,72.5,9.6,2401431552,4303132672,
1022,default_server,2025-02-14 23:57:01,7.0,,72.4,9.6,2401431552,4303133696,
1019,default_server,2025-02-14 23:56:58,9.9,,72.5,9.6,2401430528,4303130624,
1020,default_server,2025-02-14 23:56:58,9.5,,72.5,9.6,2401430528,4303130624,
1017,default_server,2025-02-14 23:56:55,11.1,,72.3,9.6,2401427456,4303126528,
1018,default_server,2025-02-14 23:56:55,11.2,,72.3,9.6,2401427456,4303126528,
1015,default_server,2025-02-14 23:56:52,5.5,,71.9,9.6,2401386496,4303119360,
1016,default_server,2025-02-14 23:56:52,5.3,,71.9,9.6,2401386496,4303119360,
1013,default_server,2025-02-14 23:56:49,6.3,,72.1,9.6,2401385472,4303119360,
1014,default_server,2025-02-14 23:56:49,7.2,,72.1,9.6,2401386496,4303119360,
1011,default_server,2025-02-14 23:56:46,7.8,,72.4,9.6,2401384448,4303117312,
1012,default_server,2025-02-14 23:56:46,10.0,,72.4,9.6,2401384448,4303117312,
1009,default_server,2025-02-14 23:56:43,12.4,,73.0,9.6,2401369088,4303094784,
1010,default_server,2025-02-14 23:56:43,10.6,,73.1,9.6,2401374208,4303097856,
1007,default_server,2025-02-14 23:56:40,14.3,,72.3,9.6,2401356800,4303085568,
1008,default_server,2025-02-14 23:56:40,15.4,,72.6,9.6,2401356800,4303085568,
1005,default_server,2025-02-14 23:56:37,9.2,,71.8,9.6,2401346560,4303080448,
1006,default_server,2025-02-14 23:56:37,10.8,,71.9,9.6,2401346560,4303080448,
1003,default_server,2025-02-14 23:56:34,8.2,,71.9,9.6,2401339392,4303067136,
1004,default_server,2025-02-14 23:56:34,8.0,,71.9,9.6,2401339392,4303067136,
1001,default_server,2025-02-14 23:56:31,10.3,,73.5,9.6,2401328128,4303034368,
1002,default_server,2025-02-14 23:56:31,10.8,,73.3,9.6,2401332224,4303041536,
999,default_server,2025-02-14 23:56:28,16.4,,72.7,9.6,2401326080,4303033344,
1000,default_server,2025-02-14 23:56:28,15.5,,72.7,9.6,2401326080,4303033344,
997,default_server,2025-02-14 23:56:25,13.5,,72.8,9.6,2401261568,4302968832,
998,default_server,2025-02-14 23:56:25,17.3,,72.8,9.6,2401298432,4302991360,
995,default_server,2025-02-14 23:56:22,4.5,,72.8,9.6,2401257472,4302966784,
996,default_server,2025-02-14 23:56:22,4.7,,72.2,9.6,2401257472,4302966784,
993,default_server,2025-02-14 23:56:19,17.1,,72.9,9.6,2401257472,4302966784,
994,default_server,2025-02-14 23:56:19,17.1,,72.8,9.6,2401257472,4302966784,
991,default_server,2025-02-14 23:56:16,14.5,,72.3,9.6,2401255424,4302960640,
992,default_server,2025-02-14 23:56:16,15.4,,72.3,9.6,2401255424,4302960640,
989,default_server,2025-02-14 23:56:13,15.0,,72.3,9.6,2401255424,4302959616,
990,default_server,2025-02-14 23:56:13,15.2,,72.3,9.6,2401255424,4302959616,
987,default_server,2025-02-14 23:56:10,7.9,,72.3,9.6,2401254400,4302959616,
988,default_server,2025-02-14 23:56:10,10.2,,72.3,9.6,2401254400,4302959616,
985,default_server,2025-02-14 23:56:07,9.6,,72.5,9.6,2401254400,4302959616,
986,default_server,2025-02-14 23:56:07,10.5,,72.6,9.6,2401254400,4302959616,
983,default_server,2025-02-14 23:56:04,12.8,,72.8,9.6,2401253376,4302958592,
984,default_server,2025-02-14 23:56:04,12.7,,72.8,9.6,2401253376,4302958592,
981,default_server,2025-02-14 23:56:01,9.1,,72.5,9.6,2401253376,4302957568,
982,default_server,2025-02-14 23:56:01,6.6,,72.5,9.6,2401253376,4302957568,
979,default_server,2025-02-14 23:55:58,6.4,,72.2,9.6,2401246208,4302949376,
980,default_server,2025-02-14 23:55:58,6.6,,72.1,9.6,2401246208,4302949376,
977,default_server,2025-02-14 23:55:55,13.4,,72.8,9.6,2401239040,4302947328,
978,default_server,2025-02-14 23:55:55,12.1,,72.7,9.6,2401239040,4302947328,
